Seed,Split,BestEpoch,Accuracy@1,MRR,MeanRank,MedianRank,Precision@5,Recall@5,F1@5,NDCG@5,MAP@5,Precision@10,Recall@10,F1@10,NDCG@10,MAP@10,Precision@20,Recall@20,F1@20,NDCG@20,MAP@20,CatalogCoverage@10,Novelty@10,Loss,CompletionMAE,CompletionRMSE,ConceptRecall@10
42,Train,15,0.7248733225680717,0.8062574810069747,2.8087866807728714,1.0,0.18180299571245614,0.9090149785622808,0.3030049928540936,0.8254894569651374,0.7974599550828739,0.09535052063032463,0.9535052063032463,0.1733645829642266,0.8399998472777751,0.8035197014009866,0.04918425302076953,0.9836850604153906,0.09368429146813244,0.8477180495320503,0.8056855411616156,0.9574152542372881,10.091505647691939,1.4479607297938866,0.192603345619981,0.23863245978070308,0.9667171742536481
42,Validation,15,0.6448020491118659,0.7123135420811862,78.18280527869035,1.0,0.15746979230469402,0.7873489615234701,0.2624496538411567,0.7222707364241413,0.7004872208920319,0.0839189264435659,0.839189264435659,0.1525798662610289,0.7390570725967824,0.7074279863215773,0.04411993986302133,0.8823987972604266,0.0840379806914692,0.750019656800842,0.7104566737829259,0.9580508474576271,10.185084914697903,2.3422369923780924,0.19805601427055786,0.2449623086960436,0.8030989177137396
42,Test,15,0.5870594131076341,0.6631620013294822,96.74809287822262,1.0,0.14964084859958796,0.7482042429979398,0.2494014143326466,0.674392418408557,0.6497002431464262,0.08026616181301854,0.8026616181301854,0.14593847602367005,0.6920174877244507,0.6569813340262697,0.042903279692633224,0.8580655938526645,0.08172053274787282,0.7060143300673771,0.6608175874982518,0.9574152542372881,10.244811242489696,2.5832355133282645,0.23033540755273027,0.2851789216365974,0.7826509492577922
