Epoch,TrainLoss,RankingLoss,ConceptLoss,CompletionLoss,Val_Accuracy@1,Val_MRR,Val_MeanRank,Val_MedianRank,Val_Precision@5,Val_Recall@5,Val_F1@5,Val_NDCG@5,Val_MAP@5,Val_Precision@10,Val_Recall@10,Val_F1@10,Val_NDCG@10,Val_MAP@10,Val_Precision@20,Val_Recall@20,Val_F1@20,Val_NDCG@20,Val_MAP@20,Val_CatalogCoverage@10,Val_Novelty@10,Val_Loss,Val_CompletionMAE,Val_CompletionRMSE,Val_ConceptRecall@10,Seconds
1,1.7924119431559398,1.7292916990621692,0.5174644271618355,0.048553360772583876,0.45681830836906284,0.5216995736341651,116.15006403474581,2.0,0.11698869647530485,0.5849434823765243,0.19498116079217478,0.5239131598668442,0.5037140152569741,0.06473077565566011,0.6473077565566011,0.11769231937392748,0.5439736667470977,0.5119303934800343,0.03646082744028064,0.7292165488056128,0.06944919512434407,0.5645337516375694,0.5174959648436623,0.698093220338983,9.894924185856505,3.488640204962301,0.1754123747176201,0.23310617102675513,0.5578093570658172,98.14114165306091
2,0.9977184783725652,0.9616147118215563,0.2881196776283225,0.04621339022479026,0.5299292833676708,0.6024679346793951,72.60660393117656,1.0,0.1353416114482989,0.6767080572414945,0.2255693524138315,0.6081908778155216,0.5853750208808953,0.0743304192883791,0.7433041928837909,0.13514621688796197,0.6298030480814623,0.5943408796226325,0.04071774597694749,0.8143549195389498,0.07755761138466188,0.6477530067818976,0.5992593636222799,0.809957627118644,10.108813291895682,2.923136826831744,0.1745557942343114,0.2314341024796946,0.6979821373166084,98.61094307899475
3,0.7841806700218565,0.7587951429358145,0.19714220058044757,0.04526064065527092,0.5516454145553761,0.628542319758174,54.479091263433375,1.0,0.1418787237596748,0.709393618798374,0.236464539599458,0.6361623193828466,0.6117489837964252,0.07777715908458155,0.7777715908458155,0.141413016517421,0.6582889248864889,0.6208900210974381,0.04229912578651372,0.8459825157302745,0.08056976340288328,0.6755538598727312,0.6256377983309248,0.8510593220338983,10.17725379358558,2.6928029912399207,0.17273473140723297,0.22791804656336065,0.7487137106712923,98.19392347335815
4,0.6757096765195415,0.6562127019339248,0.1473495967056898,0.04429146919635722,0.5669023887744307,0.6462260259630409,46.41082465616125,1.0,0.14692354808174174,0.7346177404087088,0.2448725801362362,0.6563742094417981,0.6303227722404737,0.08009354641127012,0.8009354641127011,0.14562462983867294,0.6777123778198646,0.6390675365493007,0.04324851049613007,0.8649702099226014,0.08237811523072394,0.6939899831801286,0.6435806113322556,0.8822033898305085,10.189181194047512,2.5230124391952677,0.17319715120451334,0.22696352193860606,0.7700035224901144,98.34824252128601
5,0.6095852663996759,0.5935388474414515,0.11810181137974178,0.04388892521992076,0.575254746923548,0.6576874660610218,42.359652541901,1.0,0.15003062531321343,0.7501531265660671,0.25005104218868907,0.6692442542381979,0.6422452994784416,0.08146333314772537,0.8146333314772537,0.14811515117768248,0.6900981450754384,0.6508517858579109,0.043852664402249567,0.8770532880449914,0.08352888457571346,0.7058898228532403,0.6551913888075357,0.8983050847457628,10.171734110991368,2.457480698613177,0.170721152081801,0.2266367391324679,0.7895860816143604,98.4460654258728
6,0.5664705648891243,0.5530923415315886,0.09563964394244234,0.043216033395497795,0.5611114204577092,0.6552270721764698,40.21743972381536,1.0,0.15202405479146947,0.7601202739573473,0.2533734246524491,0.6701156573754224,0.6398908625201849,0.08253800322957848,0.8253800322957848,0.15006909678105176,0.6913445083237116,0.6487267735945279,0.0442674981903224,0.885349963806448,0.08431904417204267,0.7065438264929198,0.6529187422797215,0.9110169491525424,10.211860917318566,2.4102456786198556,0.16943045796205117,0.22570937853791892,0.8031063930381336,98.47558641433716
7,0.5343822757581193,0.5226478199753466,0.08179695229399471,0.042812435713546496,0.5897878501030124,0.6735359779437404,38.8892477309427,1.0,0.15361657107856785,0.7680828553928393,0.2560276184642798,0.6859700579475578,0.6585351819886037,0.0832785789854669,0.832785789854669,0.15141559815539435,0.7068971153844416,0.6671745474922155,0.04471017317222563,0.8942034634445125,0.0851622346137631,0.7224344452233575,0.6714448782700134,0.9213983050847457,10.217104180476808,2.3309396692477047,0.1724057098401204,0.22342278761827408,0.8064688115395089,98.48770689964294
8,0.511727046449881,0.5012486430382108,0.07125702690238289,0.04241561510756045,0.5971936076618966,0.6808933408739284,36.67492622083635,1.0,0.15489726599476586,0.7744863299738293,0.2581621099912764,0.6931047748060098,0.6658889693190044,0.08395233587616237,0.8395233587616237,0.1526406106839316,0.7143159285843235,0.6747494955440831,0.044857731499526696,0.897154629990534,0.08544329809433657,0.7290019449966709,0.6788412781026764,0.925635593220339,10.265644996544573,2.291160242363302,0.1666417647198982,0.2219351292779108,0.8195782556825951,98.18366408348083
9,0.4930483080590604,0.48360261936374405,0.06263449541261788,0.04198776772553582,0.6030959407539396,0.6842025772033693,38.356868422517955,1.0,0.15528704270839133,0.7764352135419567,0.25881173784731887,0.6962045209667523,0.6694331532936133,0.08408597360654825,0.8408597360654825,0.15288358837554225,0.7171013298017698,0.6780936427506392,0.04484659502199455,0.8969319004398909,0.0854220857561801,0.7314481472473384,0.6821214142590926,0.9313559322033899,10.23629109194474,2.309258743558869,0.1660973557417148,0.2233290371939307,0.8214162708555688,98.27222728729248
10,0.47867013072007725,0.46996540500087064,0.05650631213801355,0.0415438056153239,0.6023720697143493,0.6848942238999027,36.113369341277355,1.0,0.15562113703435604,0.7781056851717801,0.25936856172392675,0.6972530907793952,0.6702349796759284,0.08415279247174119,0.8415279247174119,0.1530050772213476,0.71787163200787,0.6788102220489881,0.044949607439167,0.8989921487833399,0.08561829988412761,0.7324508251421908,0.6828377518104176,0.9389830508474576,10.240562621981962,2.257201361240659,0.17164074525787196,0.22023517442747076,0.8200968497165474,98.52191615104675
