Epoch,TrainLoss,RankingLoss,ConceptLoss,CompletionLoss,Val_Accuracy@1,Val_MRR,Val_MeanRank,Val_MedianRank,Val_Precision@5,Val_Recall@5,Val_F1@5,Val_NDCG@5,Val_MAP@5,Val_Precision@10,Val_Recall@10,Val_F1@10,Val_NDCG@10,Val_MAP@10,Val_Precision@20,Val_Recall@20,Val_F1@20,Val_NDCG@20,Val_MAP@20,Val_CatalogCoverage@10,Val_Novelty@10,Val_Loss,Val_CompletionMAE,Val_CompletionRMSE,Val_ConceptRecall@10,Seconds
1,1.7990575705322724,1.73572441278529,0.519134455949632,0.04889415302217893,0.46494793696753717,0.5293843802897081,106.77649089592961,2.0,0.11872598697032129,0.5936299348516064,0.19787664495053547,0.5321128777313738,0.5117675445923121,0.06551032908291107,0.6551032908291108,0.11910968924165649,0.5519339667443776,0.5199152036782195,0.03665849991647642,0.7331699983295283,0.06982571412662175,0.5715998020423152,0.5252740715851779,0.6955508474576271,9.881283968093735,3.4550900157930804,0.18035836433510027,0.23238210432278109,0.5634657796651945,98.8290228843689
2,0.9958693769389055,0.9589078979436773,0.2953862351113722,0.04632198173785417,0.5327690851383707,0.6057741352976368,68.25975833843755,1.0,0.13680049000501143,0.6840024500250571,0.22800081667501906,0.612864948641072,0.5892282421070216,0.0748649702099226,0.748649702099226,0.13611812765440473,0.6338245885454177,0.5979101869602454,0.040862520184865525,0.8172504036973105,0.07783337178069623,0.6512026464958774,0.6026986073354828,0.8078389830508474,10.06211387271707,2.8872799971326835,0.17774251678654543,0.23168233084156656,0.699997197486227,98.37268328666687
3,0.7771495967049925,0.7511055979546732,0.2026843217192507,0.0454295444909441,0.5594966312155465,0.6356710328616157,50.92889359095718,1.0,0.14418397460883123,0.7209198730441562,0.24030662434805206,0.6450063588307325,0.6197988009725858,0.07847875716910742,0.7847875716910742,0.1426886493983771,0.6657162067188406,0.6283780206590497,0.04243833175566568,0.8487666351133136,0.08083491762983938,0.6819540779918077,0.6328676674210261,0.8625,10.162745945947064,2.635071870910145,0.17447691329673626,0.2275962313544032,0.7487858724694414,98.27215003967285
4,0.6704705637864088,0.6503804937860568,0.15232363266500568,0.04448548266172376,0.5793195612227853,0.6565753309042097,45.376301575811574,1.0,0.1486051561890974,0.743025780945487,0.24767526031516232,0.6668556136934002,0.6414787386083116,0.08051673255749206,0.8051673255749207,0.14639405919544013,0.6869651210836211,0.6497878987146207,0.04330976112255693,0.8661952224511387,0.08249478309058463,0.7024044707104123,0.6540302694394414,0.8889830508474577,10.154094678788894,2.548402862404388,0.16980348280254257,0.2293782590708621,0.7716815598580592,98.38551473617554
5,0.609005373692746,0.5926453851069299,0.12081314688790129,0.04380013543500311,0.5727490394788128,0.6564481564871597,42.639233810345786,1.0,0.14989698758282755,0.7494849379141377,0.24982831263804592,0.6683324855905408,0.6411966145108302,0.08148003786402361,0.8148003786402361,0.14814552338913384,0.6894482843585755,0.6499083450222154,0.043574252463945654,0.8714850492789131,0.08299857612180125,0.7038610391584723,0.653906484699541,0.898728813559322,10.168733768792258,2.4881600046935795,0.1727550916995614,0.22559845567450146,0.785260571633073,97.93723368644714
6,0.5640822866385656,0.5504485026189664,0.0977507801943968,0.04337502794222114,0.5960799599086809,0.6754132849299886,42.163427807784394,1.0,0.15302633776936353,0.7651316888468177,0.25504389628227253,0.6870068556032939,0.6609350928967833,0.08264936800490005,0.8264936800490005,0.15027157819072737,0.7069306466363389,0.6692032866750279,0.04417283813129907,0.8834567626259814,0.08413873929771251,0.7213660540102201,0.6731813713749305,0.9175847457627119,10.191992453520784,2.3836780494780427,0.17395528367363708,0.22421992950993627,0.8028054804505316,97.98634815216064
7,0.5333281671933394,0.5215110887642657,0.0825222021611286,0.0427636238515951,0.5939640291775712,0.6759593209004076,39.91391502867643,1.0,0.153984074837129,0.7699203741856451,0.2566401247285483,0.6887645933552599,0.6616636041353454,0.08315050949384709,0.8315050949384709,0.15118274453426744,0.7086991535176189,0.66990265304481,0.04424800935464113,0.8849601870928225,0.08428192258026881,0.7223088344164528,0.6736865657407924,0.9258474576271186,10.180318292417452,2.3260171230615025,0.16924153545633763,0.22296214386485164,0.804843957440252,98.63099312782288
8,0.508364459832654,0.4977934456538129,0.07211623618143222,0.04225235141138905,0.589398073389387,0.6761646145859093,37.97343950108581,1.0,0.1546745364441227,0.7733726822206136,0.25779089407353784,0.6896813359671259,0.6616264825435716,0.0837630157581157,0.8376301575811571,0.1522963922874831,0.7105196805490215,0.6702614067138818,0.04459602427752102,0.8919204855504204,0.08494480814765909,0.724288665031943,0.6740630619802531,0.9277542372881356,10.22756884993885,2.2916929745330292,0.17067587904761114,0.2217802470564154,0.8183571863605994,98.18148565292358
9,0.4908765478185569,0.4811180461191339,0.0653522274755517,0.04186884195654983,0.606047107299961,0.6871572287806221,38.85912355921822,1.0,0.1556768194220168,0.778384097110084,0.2594613657033613,0.6995427904805597,0.67316480130668,0.08379642519071218,0.8379642519071218,0.15235713671038578,0.71887714449371,0.6811827557832346,0.0446517066651818,0.893034133303636,0.08505086983844151,0.732881588180676,0.6850687079339671,0.9330508474576271,10.230912292240593,2.2900639817618975,0.16718876830894555,0.2217105489990905,0.818237692567288,98.05964231491089
10,0.4757577170071942,0.4670786261678575,0.05629835337366869,0.041518939838076696,0.6110028398017707,0.6907839869728212,36.54384988028286,1.0,0.15647864580433207,0.7823932290216604,0.2607977430072201,0.7034014159080177,0.6770282309705441,0.08406926889025002,0.8406926889025002,0.15285321616409095,0.7222492304657366,0.6848043426959292,0.04478812851495072,0.8957625702990144,0.08531072098085851,0.7362875870196571,0.6887184803631097,0.9330508474576271,10.225711994858552,2.2700560847119435,0.16860835127409268,0.22210768458185198,0.8222523404507802,98.25415968894958
11,0.4627715793223381,0.4547457246428609,0.0508228224364817,0.04129854630215034,0.6133415000835236,0.6939399074443268,36.84620524528092,1.0,0.157325018096776,0.78662509048388,0.2622083634946267,0.7067980772244878,0.6801315960428383,0.08470961634834902,0.8470961634834901,0.15401748426972547,0.726390834249946,0.688239062167176,0.04496352803608219,0.8992705607216438,0.08564481530682322,0.739682775169456,0.6919402646388666,0.9383474576271187,10.214128220551427,2.2455667257508094,0.16591479349616933,0.22088970187199058,0.826570732750645,98.10817980766296
