Epoch,TrainLoss,Val_Accuracy@1,Val_MRR,Val_MeanRank,Val_MedianRank,Val_Precision@5,Val_Recall@5,Val_F1@5,Val_NDCG@5,Val_MAP@5,Val_Precision@10,Val_Recall@10,Val_F1@10,Val_NDCG@10,Val_MAP@10,Val_Precision@20,Val_Recall@20,Val_F1@20,Val_NDCG@20,Val_MAP@20,Val_CatalogCoverage@10,Val_Loss,Seconds
14,0.09415496693170933,0.4927873429502094,0.6031472020825981,28.63564448580735,2.0,0.14623856057080814,0.7311928028540406,0.24373093428468023,0.6210868370366118,0.5843325060751771,0.08194509073987902,0.8194509073987901,0.1489910740725073,0.6497201083018682,0.5962071075263258,0.044245385450597176,0.8849077090119435,0.08427692466780415,0.6663481903418874,0.6008123632289312,0.9414316702819957,2.5434890588494405,39.47160816192627
15,0.0924403410595964,0.5049635489374903,0.6141544402407686,27.35101597642314,1.0,0.148642779587405,0.743213897937025,0.2477379659790083,0.6334263524798897,0.5967543043275941,0.08213897937024973,0.8213897937024973,0.14934359885499954,0.6587381116715226,0.6072201048352747,0.04436171862881961,0.8872343725763921,0.08449851167394211,0.6755169124610378,0.6118945140724206,0.9322728368281513,2.485354008592523,29.962619304656982
16,0.08769560094205811,0.5046533271288972,0.6121907710088506,28.56662013339538,1.0,0.14847215759267876,0.7423607879633938,0.24745359598779793,0.6313377386593476,0.5943578408562121,0.08244144563362804,0.8244144563362804,0.14989353751568735,0.6580012870960644,0.6054372219390832,0.044412129672715996,0.8882425934543199,0.08459453270993522,0.6742278107125913,0.6099380641309659,0.9373342974210653,2.486245693930438,30.349068641662598
17,0.08526889788133676,0.5020939972080037,0.6139224307537233,28.227935473863813,1.0,0.14862726849697533,0.7431363424848767,0.24771211416162556,0.6331127875214297,0.5962786308877515,0.08244920117884287,0.8244920117884287,0.14990763850698705,0.6595617373496506,0.6072744244277516,0.04440049635489375,0.888009927097875,0.08457237400932144,0.6756656858782226,0.6117174295761031,0.940708604483008,2.4955745926009825,29.893797159194946
18,0.08337330422977104,0.47874980611136964,0.5975528539090352,28.71808593144098,2.0,0.1480688692415077,0.7403443462075384,0.24678144873584618,0.6200298470459514,0.5797877565792876,0.08215449046067938,0.8215449046067939,0.14937180083759888,0.6464234210727645,0.5907616068504854,0.04430355203970839,0.8860710407941679,0.08438771817087314,0.6628111988127791,0.5952974364420686,0.9438418896119547,2.5532232254664993,30.948009967803955
19,0.08152976367011505,0.501085776330076,0.6132707698819638,29.016984644020475,1.0,0.1486738017682643,0.7433690088413215,0.24778966961377386,0.6328537855857519,0.5958430277648519,0.08227082363890181,0.8227082363890181,0.1495833157070942,0.6586174510147491,0.6065385709115352,0.044214363269737864,0.8842872653947572,0.0842178347995007,0.6742711344813046,0.6108800814238995,0.9457700650759219,2.512685774277583,30.434064388275146
20,0.07857550421009979,0.49992244454785173,0.6115286939056594,27.240964789824723,2.0,0.14865829067783465,0.7432914533891732,0.2477638177963911,0.6312712899288896,0.5938214156455199,0.08243369008841321,0.8243369008841321,0.14987943652438765,0.6575664560504534,0.6047222345326114,0.04443539630836048,0.8887079261672095,0.08463885011116282,0.6739417163383873,0.609268926440559,0.9361291877560858,2.519407099266283,30.76599669456482
21,0.0790733116531234,0.5082208779277183,0.6175755972273123,27.532805956258724,1.0,0.14937180083759888,0.7468590041879944,0.24895300139599813,0.6369941598934656,0.6002675663099116,0.08248022335970219,0.8248022335970219,0.1499640424721858,0.6622627894614641,0.6107349363922189,0.04452846285093842,0.8905692570187684,0.0848161197160732,0.6790006190572871,0.6153858119249178,0.9472161966738973,2.49241873443968,30.643088340759277
22,0.077577188393272,0.5211726384364821,0.6285366820247906,28.555917480998914,1.0,0.15100046533271289,0.7550023266635645,0.25166744222118814,0.6480231433675924,0.6121994726229253,0.08271288971614704,0.8271288971614704,0.15038707221117648,0.6713885127400947,0.6218675599085092,0.04456336280440515,0.891267256088103,0.08488259581791457,0.687738724926669,0.626426403813269,0.9537237888647867,2.472813522980271,30.34738850593567
23,0.07623002729458021,0.5019388863037072,0.6154147558032309,28.233674577322788,1.0,0.14985264464091824,0.7492632232045913,0.24975440773486374,0.636145726988572,0.5982860245075228,0.08248797890491702,0.8248797890491701,0.14997814346348548,0.6608558372407742,0.608636753651877,0.04448968512486427,0.8897937024972855,0.08474225738069385,0.6773557103107679,0.6132116578111871,0.9520366353338153,2.5332142477980764,30.606700897216797
24,0.07271643401572392,0.5103924305878703,0.6205571879326656,27.643632697378624,1.0,0.15010082208779277,0.7505041104389638,0.25016803681298794,0.6404068408065581,0.6035675507988212,0.08290677834651776,0.8290677834651776,0.15073959699366868,0.6658311781992374,0.6140726830000911,0.044501318442686524,0.8900263688537304,0.08476441608130766,0.6813561329289987,0.6183942496524614,0.948180284405881,2.494679618588118,30.35482954978943
25,0.07326750071936047,0.5093842097099426,0.6178157536539525,27.13851403753684,1.0,0.14966651155576235,0.7483325577788118,0.2494441859262706,0.6373810461861871,0.6004071661237784,0.08277493407786567,0.8277493407786567,0.15049988014157395,0.6631508231769415,0.6110928917350509,0.044613773848301536,0.8922754769660307,0.08497861685390769,0.6795670139921699,0.6156512315395795,0.9436008676789588,2.529590622665384,30.532395839691162
