Epoch,TrainLoss,Val_Accuracy@1,Val_MRR,Val_MeanRank,Val_MedianRank,Val_Precision@5,Val_Recall@5,Val_F1@5,Val_NDCG@5,Val_MAP@5,Val_Precision@10,Val_Recall@10,Val_F1@10,Val_NDCG@10,Val_MAP@10,Val_Precision@20,Val_Recall@20,Val_F1@20,Val_NDCG@20,Val_MAP@20,Val_CatalogCoverage@10,Val_Loss,Seconds
1,0.8901798940207682,0.30130293159609123,0.408723607164556,52.733209244609895,5.0,0.10344346207538391,0.5172173103769195,0.17240577012563985,0.4143644553224138,0.38031384106302674,0.06318442686520861,0.6318442686520862,0.11488077611856111,0.4512149587433108,0.39539419097353024,0.03759888320148906,0.7519776640297813,0.07161692038378868,0.48182192047020067,0.4039162470509958,0.7866955892986262,3.566706512294963,33.346152544021606
2,0.4204610279766377,0.395067473243369,0.5053533443549696,40.977508918877,3.0,0.12602760974096477,0.6301380487048239,0.21004601623494126,0.5189448208718634,0.48208081278113857,0.07286334729331471,0.7286334729331472,0.1324788132605722,0.550788144782227,0.49521762921600043,0.04108500077555452,0.8217000155110904,0.07825714433438956,0.5743973415804106,0.501737263798034,0.8821402747650036,2.980035810557857,31.975273609161377
3,0.2811486875597218,0.4003412439894525,0.520023722964236,33.267256088103,2.0,0.13069644796029162,0.653482239801458,0.2178274132671527,0.5362249094639099,0.49713820381572826,0.07522103303862263,0.7522103303862262,0.13676551461567749,0.5681908749757306,0.5103530373423347,0.04214363269737863,0.8428726539475725,0.080273586090245,0.5911362006309111,0.5166614929976497,0.908411665461557,2.8715309970264604,32.851524114608765
4,0.20787469273656678,0.4105010082208779,0.5322127377043189,33.04459438498527,2.0,0.13502404219016598,0.6751202109508299,0.2250400703169433,0.5516565681981931,0.5105656377643348,0.07696603071195905,0.7696603071195905,0.13993823765810737,0.5822904749803294,0.5232455233269564,0.04274468745152784,0.8548937490305568,0.08141845228862446,0.6039126178738935,0.5292164566434441,0.9187756085803808,2.775803408734425,32.514243364334106
5,0.1626802210014098,0.4399720800372266,0.5482403870104715,33.11090429657205,2.0,0.13452768729641693,0.6726384364820847,0.22421281216069486,0.5626642862931923,0.5261775502817848,0.07698154180238871,0.7698154180238871,0.13996643964070674,0.5943515210865155,0.5394084180903632,0.042667131999379555,0.8533426399875911,0.08127072761786582,0.6155640666249983,0.545281761881309,0.9211858279103399,2.758120893452063,33.59405875205994
6,0.13050696958995847,0.4441600744532341,0.5590312733341268,34.877539941057854,2.0,0.13832790445168294,0.6916395222584147,0.23054650741947155,0.5768215748102732,0.5385502300811748,0.07807507367767955,0.7807507367767954,0.1419546794139628,0.6057158531743557,0.5505178980749014,0.04308205366837289,0.8616410733674578,0.08206105460642454,0.6262563491845939,0.5562034400861625,0.9433598457459629,2.699747631415593,33.0160436630249
7,0.1157370966025625,0.4516053978594695,0.5651141194623465,35.22049015045758,2.0,0.13977043586164106,0.6988521793082053,0.23295072643606846,0.5835266085208933,0.545142443513779,0.07865673956879168,0.7865673956879169,0.14301225376143942,0.6119983981814103,0.5569548774993168,0.04315960912052118,0.8631921824104235,0.08220877927718319,0.6314445295847297,0.5623316867439611,0.9491443721378645,2.693965913640338,32.45905423164368
8,0.10663202385211216,0.4313634248487669,0.5562944367716953,35.763533426399874,2.0,0.14011167985109355,0.7005583992554677,0.23351946641848925,0.5774948880681486,0.536297244196267,0.07899022801302932,0.7899022801302932,0.14361859638732605,0.6066409394400402,0.5484731424238172,0.04298898712579494,0.8597797425158988,0.08188378500151418,0.6244227748842703,0.5534146828195773,0.9508315256688359,2.715219506260331,33.91728639602661
9,0.0949721168423496,0.44330696447960294,0.5662938788103157,33.37955638281371,2.0,0.14147665580890337,0.7073832790445168,0.2357944263481723,0.5869111219848357,0.5465785119693914,0.07964944935628974,0.7964944935628975,0.14481718064779953,0.6158543980607133,0.5585977604939913,0.043454319838684655,0.8690863967736931,0.082770133026066,0.6342512537990116,0.5636669481116444,0.9423957580139792,2.673895402603303,32.347564935684204
10,0.08925046281164621,0.4839460214053048,0.5900624323917357,35.17682643089809,2.0,0.1431983868465953,0.7159919342329766,0.23866397807765885,0.6073021271548054,0.5711700532547438,0.07999844889095703,0.7999844889095703,0.14545172525628552,0.6346826705515989,0.5825988031839591,0.04350473088258104,0.8700946176516209,0.08286615406205913,0.652502011034754,0.5875377157577767,0.9537237888647867,2.647301958053634,33.001792669296265
