Epoch,TrainLoss,Val_Accuracy@1,Val_MRR,Val_MeanRank,Val_MedianRank,Val_Precision@5,Val_Recall@5,Val_F1@5,Val_NDCG@5,Val_MAP@5,Val_Precision@10,Val_Recall@10,Val_F1@10,Val_NDCG@10,Val_MAP@10,Val_Precision@20,Val_Recall@20,Val_F1@20,Val_NDCG@20,Val_MAP@20,Val_CatalogCoverage@10,Val_Loss,Seconds
1,0.9234442210575868,0.327826896230805,0.4233201880310109,55.258569877462385,5.0,0.10483946021405303,0.5241973010702652,0.17473243369008842,0.428463692572553,0.3969598262757872,0.06289747169225997,0.6289747169225997,0.11435903944047267,0.46225988640973825,0.41085659381378326,0.036769039863502405,0.7353807972700481,0.07003626640667124,0.48924399374265526,0.4183067526668284,0.7295733911785972,3.5062910044158135,30.45765733718872
2,0.46090705079633015,0.4049170156662013,0.5032709244520824,43.20110128742051,3.0,0.12061423918101441,0.6030711959050721,0.20102373196835735,0.5100668877380828,0.4791621425986246,0.0703117729176361,0.7031177291763611,0.12783958712297472,0.5424134821558908,0.4925067584036873,0.03998371335504886,0.7996742671009772,0.07615945400961688,0.5668459982684211,0.4992241899541194,0.8151361773921427,3.0648107752053706,30.478211402893066
3,0.32979463006838594,0.43423297657825344,0.5393040896660649,37.46339382658601,2.0,0.1304017372421281,0.6520086862106406,0.2173362287368802,0.5512650037279955,0.5176787653172018,0.07425934543198387,0.7425934543198387,0.13501699169451611,0.5805807053885437,0.5297908957285411,0.04134868931285869,0.8269737862571739,0.07875940821496893,0.6020382516578043,0.535744677919858,0.8536996866714871,2.855661667057095,30.714608430862427
4,0.262719531004241,0.4545525050411044,0.5596478945462272,33.422987436016754,2.0,0.13550488599348534,0.6775244299674267,0.2258414766558089,0.5736172046369441,0.5390142702031953,0.07664805335815109,0.7664805335815108,0.13936009701482016,0.6024562794981752,0.550958948545035,0.04226772142081588,0.8453544284163177,0.08050994556345882,0.6224424338619635,0.5564678690238566,0.8828633405639913,2.749770464926001,30.677774906158447
5,0.2206986175290695,0.4892197921513882,0.5841476744125792,32.53870017062199,2.0,0.1389948813401582,0.694974406700791,0.2316581355669303,0.5970874363925307,0.5646928804094927,0.0777648518690864,0.7776485186908639,0.14139063976197527,0.6238668096449619,0.5757714613170639,0.04270203195284629,0.8540406390569257,0.08133720371970722,0.6432939535379699,0.5811621592098543,0.8941913714147988,2.649994217186394,31.391183853149414
6,0.18552548738191832,0.5024817744687452,0.5977568740139394,31.362649294245386,1.0,0.14122847836202884,0.7061423918101443,0.23538079727004807,0.6107562335471226,0.5790186650121504,0.07843182875756166,0.7843182875756166,0.14260332501374848,0.6360544789896073,0.5894677233904781,0.043058787032728404,0.861175740654568,0.08201673720519696,0.6555869672819278,0.5948810763899537,0.9214268498433358,2.601124610386099,31.039324283599854
7,0.16355180825610943,0.5096168760663875,0.6059610574835054,31.18000620443617,1.0,0.1426554986815573,0.7132774934077866,0.23775916446926215,0.6188431803132166,0.5873442428002689,0.07951760508763767,0.7951760508763767,0.14457746379570485,0.6453947443596295,0.5983408365155689,0.04325655343570653,0.8651310687141306,0.08239343511563148,0.6631551394088387,0.6032541265829536,0.9199807182453603,2.5807569943713977,30.782307147979736
8,0.14412626087812264,0.5166744222118815,0.612086869707762,30.8077400341244,1.0,0.14375678610206297,0.7187839305103149,0.2395946435034383,0.6251659470480899,0.5939377488237423,0.07975802698929735,0.7975802698929735,0.14501459452599516,0.6508324084659649,0.6046369235352482,0.04322940902745463,0.8645881805490926,0.08234173148086596,0.6678636618911301,0.6093578618922684,0.9228729814413111,2.565472912451861,31.22593379020691
9,0.1276154118490092,0.5238870792616721,0.6205159858192059,28.753218551264155,1.0,0.1462850938420971,0.7314254692104855,0.24380848973682848,0.635447665782301,0.6034344139393,0.08051807042035056,0.8051807042035055,0.14639649167336466,0.6593097301141417,0.6132877110308473,0.043547386381262605,0.8709477276252521,0.08294740263097639,0.676048203753073,0.6179413163911588,0.9228729814413111,2.538880512846409,31.051620721817017
10,0.1177530769119766,0.5138048704823949,0.6136521621398763,29.064913913448116,1.0,0.1463161160229564,0.7315805801147821,0.243860193371594,0.6300192877721035,0.5961984902538648,0.08078951450286956,0.8078951450286955,0.14689002636885373,0.6547981291361036,0.6064808044100739,0.043683108422522106,0.8736621684504421,0.08320592080480402,0.6715343341382906,0.6111315332829912,0.9248011569052784,2.5688509934444435,30.872344732284546
